Rank,Economy (GDP per Capita),Health (Life Expectancy),Trust (Government Corruption),Happiness Score,Country,Happiness Rank,Freedom,Generosity,Family (Social Support),Year,Region
826,1,1.026124597,0.051207144,6.15899992,Cyprus,45,0.459385872,0.227932334,1,2020,Western Europe
827,1,0.803093255,0.174084574,6.13710022,Nicaragua,46,0.560117304,0.212871477,1,2020,Latin America and Caribbean
828,1,0.79229486,0.000829569,6.123700142,Romania,47,0.534852326,0.068181619,1,2020,Central and Eastern Europe
829,1,0.776468933,0.112814933,6.102099895,Kuwait,48,0.570261419,0.132751092,1,2020,Middle East and North Africa
830,1,0.763389409,0.084088229,6.101299763,Mauritius,49,0.590838134,0.186894551,1,2020,Sub-Saharan Africa
831,1,0.698788941,0.110463686,6.057899952,Kazakhstan,50,0.497432142,0.153713793,1,2020,Commonwealth of Independent States
832,1,0.842615008,0.201766819,6.021800041,Estonia,51,0.576664805,0.125136748,1,2020,Central and Eastern Europe
833,1,0.602189481,0.130385727,6.006000042,Philippines,52,0.621915162,0.129260212,1,2020,Southeast Asia
834,1,0.806793869,0.027548173,6.000400066,Hungary,53,0.386401802,0.070491239,1,2020,Central and Eastern Europe
835,1,0.793855846,0.031837862,5.998799801,Thailand,54,0.609449804,0.376709014,1,2020,Southeast Asia
836,1,0.849773705,0.060415059,5.974699974,Argentina,55,0.520840347,0.070100471,1,2020,Latin America and Caribbean
837,1,0.791989982,0.086807102,5.953199863,Honduras,56,0.568148077,0.256528199,1,2020,Latin America and Caribbean
838,1,0.777902424,0.090391524,5.949999809,Latvia,57,0.329198807,0.075407945,1,2020,Central and Eastern Europe
839,1,0.838837743,0.086753383,5.925199986,Ecuador,58,0.555234551,0.115006477,1,2020,Latin America and Caribbean
840,1,0.979315281,0.027733466,5.910900116,Portugal,59,0.589895189,0.053036947,1,2020,Western Europe
841,1,0.788434088,0.030147785,5.889800072,Jamaica,60,0.553124607,0.116268493,1,2020,Latin America and Caribbean
842,1,1.022542596,0.094596282,5.872399807,South Korea,61,0.25935635,0.170303866,1,2020,East Asia
843,1,1.072881341,0.181439638,5.870800018,Japan,62,0.495465875,0.03571178,1,2020,East Asia
844,1,0.824444175,0.02703266,5.796800137,Peru,63,0.513210058,0.091611817,1,2020,Latin America and Caribbean
845,1,0.828403294,0.059447147,5.77820015,Serbia,64,0.395428419,0.15028289,1,2020,Central and Eastern Europe
846,1,0.662445664,0.072942637,5.747499943,Bolivia,65,0.5744645,0.138375074,1,2020,Latin America and Caribbean
847,1,0.469933242,0.122592121,5.69329977,Pakistan,66,0.405421734,0.228705063,1,2020,South Asia
848,1,0.735869646,0.065077379,5.692100048,Paraguay,67,0.586510062,0.204299241,1,2020,Latin America and Caribbean
849,1,0.741901696,0.115945682,5.689199924,Dominican Republic,68,0.5628739,0.112196781,1,2020,Latin America and Caribbean
850,1,0.813928187,0.001172487,5.674099922,Bosnia and Herzegovina,69,0.305365741,0.264005244,1,2020,Central and Eastern Europe
851,1,0.713299453,0.014378744,5.607500076,Moldova,70,0.389571488,0.174049184,1,2020,Commonwealth of Independent States
852,0,0.680594802,0.221779913,5.555699825,Tajikistan,71,0.521141171,0.182417125,1,2020,Commonwealth of Independent States
853,1,0.839028895,0.098435111,5.54610014,Montenegro,72,0.303223848,0.14901033,1,2020,Central and Eastern Europe
854,1,0.68044591,0.045699362,5.546000004,Russia,73,0.399499595,0.099041916,1,2020,Commonwealth of Independent States
855,1,0.680645883,0.030466691,5.541500092,Kyrgyzstan,74,0.614617765,0.30137074,1,2020,Commonwealth of Independent States
856,1,0.75258857,0.193607435,5.539899826,Belarus,75,0.290755868,0.08993306,1,2020,Commonwealth of Independent States
857,1,1.026124597,0.199802905,5.53550005,North Cyprus,76,0.477885723,0.199160054,1,2020,Western Europe
858,1,0.979431748,0.048844352,5.514999866,Greece,77,0.173516348,0,1,2020,Western Europe
859,1,1.136630654,0.332485437,5.510399818,Hong Kong S.A.R. of China,78,0.459356517,0.288280904,1,2020,East Asia
860,1,0.900575578,0.012325006,5.504700184,Croatia,79,0.381456882,0.113998979,1,2020,Central and Eastern Europe
861,1,0.615626633,0.172258079,5.488800049,Libya,80,0.451354057,0.142757699,1,2020,Middle East and North Africa
862,1,0.615788162,0.046533126,5.456200123,Mongolia,81,0.355703115,0.263885736,1,2020,East Asia
863,1,0.788511872,0.062163133,5.384300232,Malaysia,82,0.596941531,0.274886161,1,2020,Southeast Asia
864,1,0.819133997,0.089848459,5.353499889,Vietnam,83,0.650835574,0.136488721,1,2020,Southeast Asia
865,1,0.610437036,0.038278613,5.285600185,Indonesia,84,0.568161428,0.542646527,1,2020,Southeast Asia
866,1,0.154942513,0.093495794,5.233300209,Ivory Coast,85,0.397122532,0.169915587,1,2020,Sub-Saharan Africa
867,0,0.328062952,0.125931874,5.21600008,Benin,86,0.40583989,0.196670428,0,2020,Sub-Saharan Africa
868,1,0.914439559,0.071906492,5.197599888,Maldives,87,0.548203647,0.224198252,1,2020,South Asia
869,1,0.458101124,0.118670784,5.194399834,Congo (Brazzaville),88,0.386514395,0.117216013,1,2020,Sub-Saharan Africa
870,1,0.731134057,0.247307181,5.164800167,Azerbaijan,89,0.467734724,0.040113214,1,2020,Commonwealth of Independent States
871,1,0.802994132,0.024595059,5.159800053,Macedonia,90,0.410224587,0.18586354,1,2020,Central and Eastern Europe
872,1,0.432162255,0.056570381,5.147999763,Ghana,91,0.477290064,0.261291206,1,2020,Sub-Saharan Africa
873,0,0.66887939,0.127502963,5.137199879,Nepal,92,0.480608255,0.300971806,1,2020,South Asia
874,1,0.781335294,0.120983243,5.131800175,Turkey,93,0.25440076,0.085885569,1,2020,Middle East and North Africa
875,1,0.867248535,0.117255554,5.123899937,China,94,0.601605117,0.079021044,1,2020,East Asia
876,1,0.612448037,0.03350389,5.119100094,Turkmenistan,95,0.515236676,0.323129326,2,2020,Commonwealth of Independent States
877,1,0.777776897,0,5.101500034,Bulgaria,96,0.417820066,0.103833713,1,2020,Central and Eastern Europe
878,1,0.745096922,0.077385604,5.094799995,Morocco,97,0.450054139,0.040032551,1,2020,Middle East and North Africa
879,1,0.270189553,0.054393422,5.084899902,Cameroon,98,0.439242482,0.198020101,1,2020,Sub-Saharan Africa
880,1,0.76702553,0.063624777,5.053199768,Venezuela,99,0.271717221,0.087179154,1,2020,Latin America and Caribbean
881,1,0.745418549,0.129190654,5.005099773,Algeria,100,0.083943799,0.118915014,1,2020,Middle East and North Africa
882,1,0.518391907,0.081865937,4.980800152,Senegal,101,0.352400899,0.164397135,1,2020,Sub-Saharan Africa
883,0,0.333655238,0.112204559,4.949299812,Guinea,102,0.371878058,0.249490842,1,2020,Sub-Saharan Africa
884,0,0.298816353,0.137554765,4.909599781,Niger,103,0.435311615,0.208176896,1,2020,Sub-Saharan Africa
885,1,0.486378282,0.194273964,4.888599873,Laos,104,0.612027287,0.27266711,1,2020,Southeast Asia
886,1,0.846329629,0.025361285,4.882699966,Albania,105,0.461945891,0.171027765,1,2020,Central and Eastern Europe
887,1,0.587904334,0.072837502,4.848400116,Cambodia,106,0.674940348,0.233342081,1,2020,Southeast Asia
888,1,0.694940507,0.176735908,4.832799911,Bangladesh,107,0.604130566,0.176745117,1,2020,South Asia
889,1,0.522574842,0.055804539,4.829299927,Gabon,108,0.369459897,0.052013602,1,2020,Sub-Saharan Africa
890,1,0.407034069,0.05950214,4.814099789,South Africa,109,0.43478182,0.126406848,1,2020,Sub-Saharan Africa
891,1,0.529350698,0.073164992,4.784800053,Iraq,110,0.283588052,0.153002068,1,2020,Middle East and North Africa
892,1,0.788671136,0.021518147,4.771500111,Lebanon,111,0.18551667,0.158524141,1,2020,Middle East and North Africa
893,0,0.312833875,0.126408055,4.768700123,Burkina Faso,112,0.322398156,0.186390609,1,2020,Sub-Saharan Africa
894,0,0.353247881,0.158093795,4.750599861,Gambia,113,0.403419524,0.425989687,1,2020,Sub-Saharan Africa
895,0,0.234981522,0.062146276,4.729300022,Mali,114,0.377534449,0.16966705,1,2020,Sub-Saharan Africa
896,1,0.167835936,0.047589935,4.724100113,Nigeria,115,0.435079455,0.221328124,1,2020,Sub-Saharan Africa
897,1,0.77585727,0.104618184,4.676799774,Armenia,116,0.378075808,0.107225738,1,2020,Commonwealth of Independent States
898,1,0.694657624,0.174088076,4.672599792,Georgia,117,0.485494107,0.047609735,1,2020,Commonwealth of Independent States
899,1,0.749053836,0.142651513,4.672399998,Iran,118,0.301195472,0.27697894,1,2020,Middle East and North Africa
900,1,0.777624726,0.151878625,4.633399963,Jordan,119,0.424855083,0.091494769,1,2020,Middle East and North Africa
901,0,0.324223638,0.163064316,4.623600006,Mozambique,120,0.56077534,0.220422104,1,2020,Sub-Saharan Africa
902,0,0.536312759,0.067201078,4.583000183,Kenya,121,0.519180536,0.393902093,1,2020,Sub-Saharan Africa
903,1,0.40687117,0.054320343,4.571100235,Namibia,122,0.444598973,0.076454483,1,2020,Sub-Saharan Africa
904,1,0.698674381,0.00965116,4.56069994,Ukraine,123,0.319423705,0.178551316,1,2020,Commonwealth of Independent States
905,0,0.392284274,0.051139876,4.557899952,Liberia,124,0.405943096,0.226967871,1,2020,Sub-Saharan Africa
906,1,0.613826573,0.071913652,4.552800179,Palestinian Territories,125,0.29870075,0.091816261,1,2020,Middle East and North Africa
907,0,0.378311664,0.063818842,4.43200016,Uganda,126,0.401682556,0.264807373,1,2020,Sub-Saharan Africa
908,0,0.1087441,0.085755408,4.422699928,Chad,127,0.228601769,0.210805088,1,2020,Sub-Saharan Africa
909,1,0.781156719,0.043899573,4.392199993,Tunisia,128,0.235860556,0.055881143,1,2020,Middle East and North Africa
910,1,0.425184816,0.122257635,4.374599934,Mauritania,129,0.185714483,0.128899664,1,2020,Sub-Saharan Africa
911,1,0.792036712,0.049444564,4.327000141,Sri Lanka,130,0.528632462,0.252666146,1,2020,South Asia
912,0,0.277212054,0.081466645,4.31099987,Congo (Kinshasa),131,0.36462298,0.254324883,1,2020,Sub-Saharan Africa
913,1,0.215585828,0.146765873,4.308100224,Swaziland,132,0.299935788,0.067264833,1,2020,Sub-Saharan Africa
914,1,0.495443076,0.187530354,4.308000088,Myanmar,133,0.597478867,0.569813728,1,2020,Southeast Asia
915,0,0.437383324,0.100048535,4.288599968,Comoros,134,0.181028232,0.258538276,1,2020,Sub-Saharan Africa
916,0,0.342731178,0.114826456,4.187200069,Togo,135,0.303539038,0.200774252,1,2020,Sub-Saharan Africa
917,0,0.483846247,0.117437035,4.186200142,Ethiopia,136,0.41256687,0.227698103,1,2020,Sub-Saharan Africa
918,0,0.500617027,0.076248638,4.165599823,Madagascar,137,0.192967549,0.191190064,1,2020,Sub-Saharan Africa
919,1,0.596911311,0.095461793,4.151400089,Egypt,138,0.373684734,0.068801254,1,2020,Middle East and North Africa
920,0,0.203953966,0.047940936,3.926399946,Sierra Leone,139,0.382027686,0.257647008,1,2020,Sub-Saharan Africa
921,0,0.295212835,0.212186828,3.775300026,Burundi,140,0.275399059,0.187401786,0,2020,Sub-Saharan Africa
922,1,0.36359334,0.086705238,3.759399891,Zambia,141,0.49131754,0.250620902,1,2020,Sub-Saharan Africa
923,0,0.37436673,0.161935672,3.720799923,Haiti,142,0.169297516,0.463909656,1,2020,Latin America and Caribbean
924,0,0.100934811,0.050483823,3.652800083,Lesotho,143,0.409367532,0.102627642,1,2020,Sub-Saharan Africa
925,1,0.54057014,0.105587982,3.573299885,India,144,0.581142247,0.237072483,1,2020,South Asia
926,0,0.446163297,0.131633952,3.538000107,Malawi,145,0.487389833,0.213185057,1,2020,Sub-Saharan Africa
927,0,0.41500017,0.087352127,3.527400017,Yemen,146,0.243721485,0.094689012,1,2020,Middle East and North Africa
928,1,0.494101733,0.101786368,3.478899956,Botswana,147,0.50908941,0.033407487,1,2020,Sub-Saharan Africa
929,0,0.442677855,0.203880861,3.476200104,Tanzania,148,0.509343088,0.27154091,1,2020,Sub-Saharan Africa
930,0,0,0.028264718,3.475899935,Central African Republic,149,0.292814463,0.253513217,0,2020,Sub-Saharan Africa
931,0,0.572383285,0.485542476,3.312299967,Rwanda,150,0.604087889,0.235704988,1,2020,Sub-Saharan Africa
932,0,0.375037611,0.080928579,3.299200058,Zimbabwe,151,0.37740472,0.151349187,1,2020,Sub-Saharan Africa
933,0,0.208809033,0.111156799,2.816600084,South Sudan,152,0.065609254,0.209934607,1,2020,Sub-Saharan Africa
934,0,0.266051531,0.001225785,2.566900015,Afghanistan,153,0,0.135234714,0,2020,South Asia
935,1,0.741,0.481,7.842,Finland,1,0.691,0.124,1,2021,Western Europe
936,2,0.763,0.485,7.62,Denmark,2,0.686,0.208,1,2021,Western Europe
937,2,0.816,0.413,7.571,Switzerland,3,0.653,0.204,1,2021,Western Europe
938,1,0.772,0.17,7.554,Iceland,4,0.698,0.293,1,2021,Western Europe
939,2,0.753,0.384,7.464,Netherlands,5,0.647,0.302,1,2021,Western Europe
940,2,0.782,0.427,7.392,Norway,6,0.703,0.249,1,2021,Western Europe
941,1,0.763,0.448,7.363,Sweden,7,0.685,0.244,1,2021,Western Europe
942,2,0.76,0.353,7.324,Luxembourg,8,0.639,0.166,1,2021,Western Europe
943,1,0.785,0.445,7.277,New Zealand,9,0.665,0.276,1,2021,North America and ANZ
944,1,0.782,0.292,7.268,Austria,10,0.64,0.215,1,2021,Western Europe
945,1,0.801,0.317,7.183,Australia,11,0.647,0.291,1,2021,North America and ANZ
946,1,0.788,0.119,7.157,Israel,12,0.509,0.208,1,2021,Middle East and North Africa
947,1,0.757,0.306,7.155,Germany,13,0.6,0.195,1,2021,Western Europe
948,1,0.798,0.335,7.103,Canada,14,0.648,0.246,1,2021,North America and ANZ
949,2,0.753,0.367,7.085,Ireland,15,0.606,0.238,1,2021,Western Europe
950,1,0.722,0.083,7.069,Costa Rica,16,0.673,0.105,1,2021,Latin America and Caribbean
951,1,0.757,0.306,7.064,United Kingdom,17,0.58,0.34,1,2021,Western Europe
952,1,0.703,0.046,6.965,Czech Republic,18,0.58,0.052,1,2021,Central and Eastern Europe
953,2,0.621,0.154,6.951,United States,19,0.554,0.252,1,2021,North America and ANZ
954,1,0.747,0.187,6.834,Belgium,20,0.489,0.088,1,2021,Western Europe
955,1,0.804,0.235,6.69,France,21,0.536,0.092,1,2021,Western Europe
956,1,0.662,0.139,6.647,Bahrain,22,0.661,0.246,1,2021,Middle East and North Africa
957,1,0.747,0.183,6.602,Malta,23,0.664,0.275,1,2021,Western Europe
958,1,0.665,0.139,6.584,Taiwan Province of China,24,0.49,0.142,1,2021,East Asia
959,2,0.594,0.223,6.561,United Arab Emirates,25,0.67,0.236,1,2021,Middle East and North Africa
960,1,0.571,0.163,6.494,Saudi Arabia,26,0.603,0.09,1,2021,Middle East and North Africa
961,1,0.826,0.124,6.491,Spain,27,0.462,0.135,1,2021,Western Europe
962,1,0.798,0.047,6.483,Italy,28,0.379,0.133,1,2021,Western Europe
963,1,0.722,0.085,6.461,Slovenia,29,0.69,0.122,1,2021,Central and Eastern Europe
964,1,0.519,0.105,6.435,Guatemala,30,0.638,0.163,1,2021,Latin America and Caribbean
965,1,0.649,0.223,6.431,Uruguay,31,0.625,0.128,1,2021,Latin America and Caribbean
966,2,0.897,0.547,6.377,Singapore,32,0.664,0.176,1,2021,Southeast Asia
967,1,0.483,0.014,6.372,Kosovo,33,0.593,0.356,1,2021,Central and Eastern Europe
968,1,0.653,0.018,6.331,Slovakia,34,0.468,0.107,1,2021,Central and Eastern Europe
969,1,0.571,0.117,6.33,Brazil,35,0.514,0.142,1,2021,Latin America and Caribbean
970,1,0.634,0.089,6.317,Mexico,36,0.585,0.092,1,2021,Latin America and Caribbean
971,1,0.599,0.035,6.309,Jamaica,37,0.618,0.099,1,2021,Latin America and Caribbean
972,1,0.612,0.073,6.255,Lithuania,38,0.476,0.056,1,2021,Central and Eastern Europe
973,1,0.801,0.061,6.223,Cyprus,39,0.464,0.178,1,2021,Western Europe
974,1,0.64,0.263,6.189,Estonia,40,0.641,0.119,1,2021,Central and Eastern Europe
975,1,0.667,0.053,6.18,Panama,41,0.596,0.079,1,2021,Latin America and Caribbean
976,1,0.528,0.271,6.179,Uzbekistan,42,0.716,0.391,1,2021,Commonwealth of Independent States
977,1,0.678,0.07,6.172,Chile,43,0.438,0.159,1,2021,Latin America and Caribbean
978,1,0.668,0.13,6.166,Poland,44,0.558,0.08,1,2021,Central and Eastern Europe
979,1,0.527,0.132,6.152,Kazakhstan,45,0.573,0.143,1,2021,Commonwealth of Independent States
980,1,0.595,0.001,6.14,Romania,46,0.564,0.045,1,2021,Central and Eastern Europe
981,1,0.58,0.13,6.106,Kuwait,47,0.591,0.12,1,2021,Middle East and North Africa
982,1,0.634,0.066,6.078,Serbia,48,0.482,0.189,1,2021,Central and Eastern Europe
983,1,0.565,0.16,6.061,El Salvador,49,0.615,0.116,1,2021,Latin America and Caribbean
984,1,0.574,0.096,6.049,Mauritius,50,0.59,0.153,1,2021,Sub-Saharan Africa
985,1,0.587,0.089,6.032,Latvia,51,0.405,0.082,1,2021,Central and Eastern Europe
986,1,0.615,0.063,6.012,Colombia,52,0.554,0.1,1,2021,Latin America and Caribbean
987,1,0.615,0.04,5.992,Hungary,53,0.454,0.067,1,2021,Central and Eastern Europe
988,1,0.596,0.028,5.985,Thailand,54,0.611,0.375,1,2021,Southeast Asia
989,1,0.604,0.176,5.972,Nicaragua,55,0.553,0.201,1,2021,Latin America and Caribbean
990,1,0.838,0.192,5.94,Japan,56,0.504,0.02,1,2021,East Asia
991,1,0.646,0.067,5.929,Argentina,57,0.544,0.069,1,2021,Latin America and Caribbean
992,1,0.76,0.033,5.929,Portugal,58,0.621,0.029,1,2021,Western Europe
993,1,0.593,0.083,5.919,Honduras,59,0.578,0.241,1,2021,Latin America and Caribbean
994,1,0.703,0,5.882,Croatia,60,0.453,0.111,1,2021,Central and Eastern Europe
995,1,0.426,0.126,5.88,Philippines,61,0.651,0.125,1,2021,Southeast Asia
996,1,0.801,0.135,5.845,South Korea,62,0.353,0.134,1,2021,East Asia
997,1,0.623,0.031,5.84,Peru,63,0.536,0.087,1,2021,Latin America and Caribbean
998,1,0.618,0.005,5.813,Bosnia and Herzegovina,64,0.395,0.261,1,2021,Central and Eastern Europe
999,1,0.542,0.013,5.766,Moldova,65,0.536,0.137,1,2021,Commonwealth of Independent States
1000,1,0.64,0.062,5.764,Ecuador,66,0.56,0.107,1,2021,Latin America and Caribbean
1001,1,0.501,0.02,5.744,Kyrgyzstan,67,0.673,0.266,1,2021,Commonwealth of Independent States
1002,1,0.76,0.074,5.723,Greece,68,0.243,0,1,2021,Western Europe
1003,1,0.486,0.064,5.716,Bolivia,69,0.6,0.138,1,2021,Latin America and Caribbean
1004,1,0.442,0.053,5.677,Mongolia,70,0.397,0.263,1,2021,East Asia
1005,1,0.549,0.037,5.653,Paraguay,71,0.602,0.206,1,2021,Latin America and Caribbean
1006,1,0.637,0.081,5.581,Montenegro,72,0.397,0.166,1,2021,Central and Eastern Europe
1007,1,0.555,0.144,5.545,Dominican Republic,73,0.581,0.101,1,2021,Latin America and Caribbean
1008,1,0.801,0.2,5.536,North Cyprus,74,0.503,0.196,1,2021,Western Europe
1009,1,0.56,0.199,5.534,Belarus,75,0.326,0.07,1,2021,Commonwealth of Independent States
1010,1,0.511,0.06,5.477,Russia,76,0.409,0.115,1,2021,Commonwealth of Independent States
1011,2,0.893,0.342,5.477,Hong Kong S.A.R. of China,77,0.408,0.232,1,2021,East Asia
1012,1,0.498,0.247,5.466,Tajikistan,78,0.548,0.152,1,2021,Commonwealth of Independent States
1013,1,0.616,0.091,5.411,Vietnam,79,0.679,0.124,1,2021,Southeast Asia
1014,1,0.435,0.174,5.41,Libya,80,0.474,0.131,1,2021,Middle East and North Africa
1015,1,0.587,0.064,5.384,Malaysia,81,0.624,0.27,1,2021,Southeast Asia
1016,1,0.433,0.046,5.345,Indonesia,82,0.598,0.541,1,2021,Southeast Asia
1017,1,0.307,0.124,5.342,Congo (Brazzaville),83,0.381,0.144,0,2021,Sub-Saharan Africa
1018,1,0.665,0.117,5.339,China,84,0.636,0.093,1,2021,East Asia
1019,1,0.052,0.092,5.306,Ivory Coast,85,0.438,0.177,0,2021,Sub-Saharan Africa
1020,1,0.585,0.198,5.283,Armenia,86,0.54,0.079,1,2021,Commonwealth of Independent States
1021,1,0.496,0.135,5.269,Nepal,87,0.488,0.287,1,2021,South Asia
1022,1,0.583,0.005,5.266,Bulgaria,88,0.494,0.125,1,2021,Central and Eastern Europe
1023,1,0.697,0.073,5.198,Maldives,89,0.575,0.204,1,2021,South Asia
1024,1,0.541,0.276,5.171,Azerbaijan,90,0.526,0.043,1,2021,Commonwealth of Independent States
1025,1,0.159,0.058,5.142,Cameroon,91,0.425,0.205,1,2021,Sub-Saharan Africa
1026,1,0.357,0.088,5.132,Senegal,92,0.381,0.158,1,2021,Sub-Saharan Africa
1027,1,0.646,0.024,5.117,Albania,93,0.491,0.168,1,2021,Central and Eastern Europe
1028,1,0.535,0.022,5.101,North Macedonia,94,0.45,0.212,1,2021,Central and Eastern Europe
1029,1,0.287,0.058,5.088,Ghana,95,0.517,0.268,1,2021,Sub-Saharan Africa
1030,0,0.167,0.157,5.074,Niger,96,0.516,0.2,0,2021,Sub-Saharan Africa
1031,1,0.439,0.033,5.066,Turkmenistan,97,0.602,0.366,1,2021,Commonwealth of Independent States
1032,0,0.21,0.123,5.051,Gambia,98,0.384,0.465,1,2021,Sub-Saharan Africa
1033,1,0.196,0.178,5.045,Benin,99,0.457,0.166,0,2021,Sub-Saharan Africa
1034,1,0.33,0.179,5.03,Laos,100,0.643,0.268,1,2021,Southeast Asia
1035,1,0.514,0.164,5.025,Bangladesh,101,0.603,0.161,1,2021,South Asia
1036,0,0.206,0.111,4.984,Guinea,102,0.384,0.25,0,2021,Sub-Saharan Africa
1037,1,0.265,0.051,4.956,South Africa,103,0.447,0.144,1,2021,Sub-Saharan Africa
1038,1,0.59,0.104,4.948,Turkey,104,0.236,0.097,1,2021,Middle East and North Africa
1039,1,0.322,0.097,4.934,Pakistan,105,0.418,0.252,0,2021,South Asia
1040,1,0.558,0.088,4.918,Morocco,106,0.477,0.034,0,2021,Middle East and North Africa
1041,1,0.574,0.072,4.892,Venezuela,107,0.284,0.078,1,2021,Latin America and Caribbean
1042,1,0.498,0.181,4.891,Georgia,108,0.488,0.032,0,2021,Commonwealth of Independent States
1043,1,0.552,0.12,4.887,Algeria,109,0.119,0.144,1,2021,Middle East and North Africa
1044,1,0.517,0.01,4.875,Ukraine,110,0.417,0.181,1,2021,Commonwealth of Independent States
1045,1,0.381,0.041,4.854,Iraq,111,0.302,0.153,1,2021,Middle East and North Africa
1046,1,0.362,0.064,4.852,Gabon,112,0.424,0.058,1,2021,Sub-Saharan Africa
1047,0,0.179,0.122,4.834,Burkina Faso,113,0.381,0.182,0,2021,Sub-Saharan Africa
1048,1,0.426,0.061,4.83,Cambodia,114,0.702,0.21,1,2021,Southeast Asia
1049,0,0.196,0.163,4.794,Mozambique,115,0.608,0.228,1,2021,Sub-Saharan Africa
1050,1,0.051,0.039,4.759,Nigeria,116,0.433,0.212,1,2021,Sub-Saharan Africa
1051,0,0.11,0.072,4.723,Mali,117,0.384,0.164,1,2021,Sub-Saharan Africa
1052,1,0.561,0.144,4.721,Iran,118,0.275,0.33,1,2021,Middle East and North Africa
1053,0,0.24,0.054,4.636,Uganda,119,0.398,0.267,1,2021,Sub-Saharan Africa
1054,0,0.253,0.057,4.625,Liberia,120,0.43,0.221,1,2021,Sub-Saharan Africa
1055,1,0.385,0.073,4.607,Kenya,121,0.483,0.375,1,2021,Sub-Saharan Africa
1056,1,0.59,0.044,4.596,Tunisia,122,0.334,0.057,1,2021,Middle East and North Africa
1057,1,0.595,0.026,4.584,Lebanon,123,0.175,0.14,1,2021,Middle East and North Africa
1058,1,0.262,0.059,4.574,Namibia,124,0.411,0.091,1,2021,Sub-Saharan Africa
1059,1,0.434,0.075,4.517,Palestinian Territories,125,0.33,0.082,1,2021,Middle East and North Africa
1060,1,0.341,0.178,4.426,Myanmar,126,0.601,0.52,1,2021,Southeast Asia
1061,1,0.583,0.15,4.395,Jordan,127,0.455,0.079,1,2021,Middle East and North Africa
1062,0,0,0.084,4.355,Chad,128,0.24,0.215,0,2021,Sub-Saharan Africa
1063,1,0.593,0.049,4.325,Sri Lanka,129,0.559,0.239,1,2021,South Asia
1064,1,0.074,0.147,4.308,Swaziland,130,0.323,0.067,1,2021,Sub-Saharan Africa
1065,0,0.279,0.101,4.289,Comoros,131,0.202,0.241,0,2021,Sub-Saharan Africa
1066,1,0.426,0.092,4.283,Egypt,132,0.446,0.069,1,2021,Middle East and North Africa
1067,0,0.331,0.114,4.275,Ethiopia,133,0.451,0.241,1,2021,Sub-Saharan Africa
1068,1,0.273,0.133,4.227,Mauritania,134,0.218,0.119,1,2021,Sub-Saharan Africa
1069,0,0.341,0.087,4.208,Madagascar,135,0.207,0.185,1,2021,Sub-Saharan Africa
1070,0,0.203,0.107,4.107,Togo,136,0.289,0.209,0,2021,Sub-Saharan Africa
1071,1,0.231,0.074,4.073,Zambia,137,0.487,0.227,1,2021,Sub-Saharan Africa
1072,0,0.1,0.047,3.849,Sierra Leone,138,0.408,0.243,0,2021,Sub-Saharan Africa
1073,1,0.383,0.106,3.819,India,139,0.622,0.246,0,2021,South Asia
1074,0,0.155,0.212,3.775,Burundi,140,0.298,0.172,0,2021,Sub-Saharan Africa
1075,0,0.272,0.089,3.658,Yemen,141,0.268,0.092,1,2021,Middle East and North Africa
1076,0,0.3,0.231,3.623,Tanzania,142,0.549,0.307,1,2021,Sub-Saharan Africa
1077,0,0.227,0.139,3.615,Haiti,143,0.257,0.463,0,2021,Latin America and Caribbean
1078,0,0.298,0.134,3.6,Malawi,144,0.484,0.213,0,2021,Sub-Saharan Africa
1079,0,0.007,0.015,3.512,Lesotho,145,0.405,0.103,1,2021,Sub-Saharan Africa
1080,1,0.34,0.088,3.467,Botswana,146,0.539,0.027,1,2021,Sub-Saharan Africa
1081,0,0.407,0.493,3.415,Rwanda,147,0.627,0.227,0,2021,Sub-Saharan Africa
1082,0,0.243,0.075,3.145,Zimbabwe,148,0.359,0.157,1,2021,Sub-Saharan Africa
1083,0,0.126,0.01,2.523,Afghanistan,149,0,0.122,0,2021,South Asia
1084,1892,"0,775","0,534","7,821",Finland,1,"0,736","0,109",1258,2022,Western Europe
1085,1953,"0,777","0,532","7,636",Denmark,2,"0,719","0,188",1243,2022,Western Europe
1086,1936,"0,803","0,191","7,557",Iceland,3,"0,718","0,270",1320,2022,Western Europe
1087,2026,"0,822","0,461","7,512",Switzerland,4,"0,677","0,147",1226,2022,Western Europe
1088,1945,"0,787","0,419","7,415",Netherlands,5,"0,651","0,271",1206,2022,Western Europe
1089,2209,"0,790","0,388","7,404",Luxembourg*,6,"0,700","0,120",1155,2022,-
1090,1920,"0,803","0,512","7,384",Sweden,7,"0,724","0,218",1204,2022,Western Europe
1091,1997,"0,786","0,474","7,365",Norway,8,"0,728","0,217",1239,2022,Western Europe
1092,1826,"0,818","0,143","7,364",Israel,9,"0,568","0,155",1221,2022,Middle East and Northern Africa
1093,1852,"0,752","0,483","7,200",New Zealand,10,"0,680","0,245",1235,2022,Australia and New Zealand
1094,1931,"0,774","0,329","7,163",Austria,11,"0,623","0,193",1165,2022,Western Europe
1095,1900,"0,772","0,341","7,162",Australia,12,"0,676","0,258",1203,2022,Australia and New Zealand
1096,2129,"0,779","0,408","7,041",Ireland,13,"0,627","0,190",1166,2022,Western Europe
1097,1924,"0,776","0,358","7,034",Germany,14,"0,585","0,163",1088,2022,Western Europe
1098,1886,"0,783","0,368","7,025",Canada,15,"0,659","0,217",1188,2022,North America
